PMID,Title,Authors,Citation,Journal/Book,Publication Year,Create Date,DOI,ST,Times cited
28257756,"Bacteraemia due to non-ESBL-producing Escherichia coli O25b:H4 sequence type 131: insights into risk factors, clinical features and outcomes","Morales-Barroso I, López-Cerero L, Molina J, Bellido M, Navarro MD, Serrano L, González-Galán V, Praena J, Pascual A, Rodríguez-Baño J.",Int J Antimicrob Agents. 2017 Apr;49(4):498-502. doi: 10.1016/j.ijantimicag.2016.12.013. Epub 2017 Feb 28.,Int J Antimicrob Agents,2017,2017/03/05,10.1016/j.ijantimicag.2016.12.013,ST131,6
31964792,Ceftazidime-Avibactam Resistance Associated with Increased bla (KPC-3) Gene Copy Number Mediated by pKpQIL Plasmid Derivatives in Sequence Type 258 Klebsiella pneumoniae,"Coppi M, Di Pilato V, Monaco F, Giani T, Conaldi PG, Rossolini GM.",Antimicrob Agents Chemother. 2020 Mar 24;64(4):e01816-19. doi: 10.1128/AAC.01816-19. Print 2020 Mar 24.,Antimicrob Agents Chemother,2020,2020/01/23,10.1128/AAC.01816-19,ST258,6
27550353,Sequence Type 48 Escherichia coli Carrying the blaCTX-M-1 IncI1/ST3 Plasmid in Drinking Water in France,"Madec JY, Haenni M, Ponsin C, Kieffer N, Rion E, Gassilloud B.",Antimicrob Agents Chemother. 2016 Sep 23;60(10):6430-2. doi: 10.1128/AAC.01135-16. Print 2016 Oct.,Antimicrob Agents Chemother,2016,2016/08/24,10.1128/AAC.01135-16,"ST48, ST3",6
28214224,"Escherichia coli sequence type 73 as a cause of community acquired urinary tract infection in men and women in Rio de Janeiro, Brazil","de Souza da-Silva AP, de Sousa VS, Martins N, da Silva Dias RC, Bonelli RR, Riley LW, Moreira BM.",Diagn Microbiol Infect Dis. 2017 May;88(1):69-74. doi: 10.1016/j.diagmicrobio.2017.01.024. Epub 2017 Feb 7.,Diagn Microbiol Infect Dis,2017,2017/02/19,10.1016/j.diagmicrobio.2017.01.024,ST73,6
26392491,In Vivo Evolution of CMY-2 to CMY-33 β-Lactamase in Escherichia coli Sequence Type 131: Characterization of an Acquired Extended-Spectrum AmpC Conferring Resistance to Cefepime,"Pires J, Taracila M, Bethel CR, Doi Y, Kasraian S, Tinguely R, Sendi P, Bonomo RA, Endimiani A.",Antimicrob Agents Chemother. 2015 Dec;59(12):7483-8. doi: 10.1128/AAC.01804-15. Epub 2015 Sep 21.,Antimicrob Agents Chemother,2015,2015/09/23,10.1128/AAC.01804-15,ST131,6
24884767,Detection and genetic analysis of the enteroaggregative Escherichia coli heat-stable enterotoxin (EAST1) gene in clinical isolates of enteropathogenic Escherichia coli (EPEC) strains,"Silva LE, Souza TB, Silva NP, Scaletsky IC.",BMC Microbiol. 2014 May 30;14:135. doi: 10.1186/1471-2180-14-135.,BMC Microbiol,2014,2014/06/03,10.1186/1471-2180-14-135,ST1,6
26116415,Effect of plasmids harbouring blaCTX-M on the virulence and fitness of Escherichia coli ST131 isolates,"Shin J, Ko KS.",Int J Antimicrob Agents. 2015 Aug;46(2):214-8. doi: 10.1016/j.ijantimicag.2015.04.012. Epub 2015 Jun 4.,Int J Antimicrob Agents,2015,2015/06/28,10.1016/j.ijantimicag.2015.04.012,ST131,6
26324269,Greater ciprofloxacin tolerance as a possible selectable phenotype underlying the pandemic spread of the H30 subclone of Escherichia coli sequence type 131,"Johnson JR, Porter SB, Thuras P, Johnson TJ, Price LB, Tchesnokova V, Sokurenko EV.",Antimicrob Agents Chemother. 2015 Nov;59(11):7132-5. doi: 10.1128/AAC.01687-15. Epub 2015 Aug 31.,Antimicrob Agents Chemother,2015,2015/09/02,10.1128/AAC.01687-15,ST131,6
27600043,Complete Sequencing of Plasmids Containing blaOXA-163 and blaOXA-48 in Escherichia coli Sequence Type 131,"Stoesser N, Sheppard AE, Peirano G, Sebra R, Lynch T, Anson L, Kasarskis A, Motyl MR, Crook DW, Pitout JD.",Antimicrob Agents Chemother. 2016 Oct 21;60(11):6948-6951. doi: 10.1128/AAC.01130-16. Print 2016 Nov.,Antimicrob Agents Chemother,2016,2016/09/08,10.1128/AAC.01130-16,ST131,6
30651401,Diversity and Population Overlap between Avian and Human Escherichia coli Belonging to Sequence Type 95,"Jørgensen SL, Stegger M, Kudirkiene E, Lilje B, Poulsen LL, Ronco T, Pires Dos Santos T, Kiil K, Bisgaard M, Pedersen K, Nolan LK, Price LB, Olsen RH, Andersen PS, Christensen H.",mSphere. 2019 Jan 16;4(1):e00333-18. doi: 10.1128/mSphere.00333-18.,mSphere,2019,2019/01/18,10.1128/mSphere.00333-18,ST95,6
24792128,First description of OXA-48-producing Escherichia coli and the pandemic clone ST131 from patients hospitalised at a military hospital in Algeria,"Agabou A, Pantel A, Ouchenane Z, Lezzar N, Khemissi S, Satta D, Sotto A, Lavigne JP.",Eur J Clin Microbiol Infect Dis. 2014 Sep;33(9):1641-6. doi: 10.1007/s10096-014-2122-y. Epub 2014 May 5.,Eur J Clin Microbiol Infect Dis,2014,2014/05/06,10.1007/s10096-014-2122-y,ST131,6
30473785,Intestinal colonization due to Escherichia coli ST131: risk factors and prevalence,"Morales Barroso I, López-Cerero L, Navarro MD, Gutiérrez-Gutiérrez B, Pascual A, Rodríguez-Baño J.",Antimicrob Resist Infect Control. 2018 Nov 15;7:135. doi: 10.1186/s13756-018-0427-9. eCollection 2018.,Antimicrob Resist Infect Control,2018,2018/11/27,10.1186/s13756-018-0427-9,ST131,6
26926643,"Modulation of Membrane Influx and Efflux in Escherichia coli Sequence Type 131 Has an Impact on Bacterial Motility, Biofilm Formation, and Virulence in a Caenorhabditis elegans Model","Pantel A, Dunyach-Remy C, Ngba Essebe C, Mesureur J, Sotto A, Pagès JM, Nicolas-Chanoine MH, Lavigne JP.",Antimicrob Agents Chemother. 2016 Apr 22;60(5):2901-11. doi: 10.1128/AAC.02872-15. Print 2016 May.,Antimicrob Agents Chemother,2016,2016/03/02,10.1128/AAC.02872-15,ST131,6
26077252,"pKBuS13, a KPC-2-encoding plasmid from Klebsiella pneumoniae sequence type 833, carrying Tn4401b inserted into an Xer site-specific recombination locus","Garbari L, Busetti M, Dolzani L, Petix V, Knezevich A, Bressan R, Gionechetti F, Tonin EA, Lagatolla C.",Antimicrob Agents Chemother. 2015 Sep;59(9):5226-31. doi: 10.1128/AAC.04543-14. Epub 2015 Jun 15.,Antimicrob Agents Chemother,2015,2015/06/17,10.1128/AAC.04543-14,ST833,5
29111480,Draft genome sequences of two fluoroquinolone-resistant CTX-M-15-producing Escherichia coli ST90 (ST23 complex) isolated from a calf and a dairy cow in South America,"Sartori L, Fernandes MR, Ienne S, de Souza TA, Gregory L, Cerdeira L, Lincopan N.",J Glob Antimicrob Resist. 2017 Dec;11:145-147. doi: 10.1016/j.jgar.2017.10.009. Epub 2017 Oct 31.,J Glob Antimicrob Resist,2017,2017/11/08,10.1016/j.jgar.2017.10.009,"ST90, ST23",5
31146674,"Clonal diversity, virulence genes content and subclone status of Escherichia coli sequence type 131: comparative analysis of E. coli ST131 and non-ST131 isolates from Iran","Hojabri Z, Darabi N, Arab M, Saffari F, Pajand O.",BMC Microbiol. 2019 May 30;19(1):117. doi: 10.1186/s12866-019-1493-8.,BMC Microbiol,2019,2019/06/01,10.1186/s12866-019-1493-8,"ST131, ST131, ST131",5
23884203,Maltose-forming α-amylase from the hyperthermophilic archaeon Pyrococcus sp. ST04,"Jung JH, Seo DH, Holden JF, Park CS.",Appl Microbiol Biotechnol. 2014 Mar;98(5):2121-31. doi: 10.1007/s00253-013-5068-6. Epub 2013 Jul 25.,Appl Microbiol Biotechnol,2014,2013/07/26,10.1007/s00253-013-5068-6,ST04,5
23926177,Editorial commentary: flying under the radar: the stealth pandemic of Escherichia coli sequence type 131,Lautenbach E.,Clin Infect Dis. 2013 Nov;57(9):1266-9. doi: 10.1093/cid/cit505. Epub 2013 Aug 6.,Clin Infect Dis,2013,2013/08/09,10.1093/cid/cit505,ST131,5
31519972,"The higher prevalence of extended spectrum beta-lactamases among Escherichia coli ST131 in Southeast Asia is driven by expansion of a single, locally prevalent subclone","Chen SL, Ding Y, Apisarnthanarak A, Kalimuddin S, Archuleta S, Omar SFS, De PP, Koh TH, Chew KL, Atiya N, Suwantarat N, Velayuthan RD, Wong JGX, Lye DC.",Sci Rep. 2019 Sep 13;9(1):13245. doi: 10.1038/s41598-019-49467-5.,Sci Rep,2019,2019/09/15,10.1038/s41598-019-49467-5,ST131,5
29258889,Association of Escherichia coli ST131 lineage with risk of urinary tract infection recurrence among young women,"Ismail MD, Ali I, Hatt S, Salzman EA, Cronenwett AW, Marrs CF, Rickard AH, Foxman B.",J Glob Antimicrob Resist. 2018 Jun;13:81-84. doi: 10.1016/j.jgar.2017.12.006. Epub 2017 Dec 16.,J Glob Antimicrob Resist,2018,2017/12/21,10.1016/j.jgar.2017.12.006,ST131,5
28825894,Adhesion and invasion to epithelial cells and motility of extended-spectrum β-lactamase-producing Escherichia coli reveal ST131 superiority: a comparative in vitro study of extraintestinal pathogenic E. coli lineages,"Kondratyeva K, Wollman A, Gerlitz G, Navon-Venezia S.",J Med Microbiol. 2017 Sep;66(9):1350-1357. doi: 10.1099/jmm.0.000549. Epub 2017 Aug 22.,J Med Microbiol,2017,2017/08/22,10.1099/jmm.0.000549,ST131,5
22537083,The rapidly emerging ESBL-producing Escherichia coli O25-ST131 clone carries LPS core synthesis genes of the K-12 type,"Szijártó V, Pal T, Nagy G, Nagy E, Ghazawi A, al-Haj M, El Kurdi S, Sonnevend A.",FEMS Microbiol Lett. 2012 Jul;332(2):131-6. doi: 10.1111/j.1574-6968.2012.02585.x. Epub 2012 May 21.,FEMS Microbiol Lett,2012,2012/04/28,10.1111/j.1574-6968.2012.02585.x,ST131,5
30103014,"Draft genome sequence of an NDM-5, CTX-M-15 and OXA-1 co-producing Escherichia coli ST167 clinical strain isolated from a urine sample","Sun L, Xu J, He F.",J Glob Antimicrob Resist. 2018 Sep;14:284-286. doi: 10.1016/j.jgar.2018.08.005. Epub 2018 Aug 10.,J Glob Antimicrob Resist,2018,2018/08/14,10.1016/j.jgar.2018.08.005,ST167,5
28650275,First Description of bla(NDM-7) Carried on an IncX4 Plasmid in Escherichia coli ST679 Isolated in Spain,"Espinal P, Miró E, Segura C, Gómez L, Plasencia V, Coll P, Navarro F.",Microb Drug Resist. 2018 Mar;24(2):113-119. doi: 10.1089/mdr.2017.0039. Epub 2017 Jun 26.,Microb Drug Resist,2018,2017/06/27,10.1089/mdr.2017.0039,ST679,5
24722836,Emergence and maintenance of multidrug-resistant Escherichia coli of canine origin harbouring a blaCMY-2-IncI1/ST65 plasmid and topoisomerase mutations,"Vingopoulou EI, Siarkou VI, Batzias G, Kaltsogianni F, Sianou E, Tzavaras I, Koutinas A, Saridomichelakis MN, Sofianou D, Tzelepi E, Miriagou V.",J Antimicrob Chemother. 2014 Aug;69(8):2076-80. doi: 10.1093/jac/dku090. Epub 2014 Apr 9.,J Antimicrob Chemother,2014,2014/04/12,10.1093/jac/dku090,ST65,5
25587081,High prevalence of Escherichia coli sequence type 131 among antimicrobial-resistant E. coli isolates from geriatric patients,"Ho PL, Chu YP, Lo WU, Chow KH, Law PY, Tse CW, Ng TK, Cheng VC, Que TL.",J Med Microbiol. 2015 Mar;64(Pt 3):243-247. doi: 10.1099/jmm.0.000012. Epub 2015 Jan 13.,J Med Microbiol,2015,2015/01/15,10.1099/jmm.0.000012,ST131,5
26316404,Rapid detection of B2-ST131 clonal group of extended-spectrum β-lactamase-producing Escherichia coli by matrix-assisted laser desorption ionization-time-of-flight mass spectrometry: discovery of a peculiar amino acid substitution in B2-ST131 clonal group,"Nakamura A, Komatsu M, Kondo A, Ohno Y, Kohno H, Nakamura F, Matsuo S, Ohnuma K, Hatano N, Kawano S.",Diagn Microbiol Infect Dis. 2015 Nov;83(3):237-44. doi: 10.1016/j.diagmicrobio.2015.06.024. Epub 2015 Jul 29.,Diagn Microbiol Infect Dis,2015,2015/08/29,10.1016/j.diagmicrobio.2015.06.024,"ST131, ST131",5
28602727,Emergence of a multidrug-resistant Citrobacter freundii ST8 harboring an unusual VIM-4 gene cassette in Poland,"Majewski P, Wieczorek P, Łapuć I, Ojdana D, Sieńko A, Sacha P, Kłoczko J, Tryniszewska E.",Int J Infect Dis. 2017 Aug;61:70-73. doi: 10.1016/j.ijid.2017.05.016. Epub 2017 Jun 27.,Int J Infect Dis,2017,2017/06/13,10.1016/j.ijid.2017.05.016,ST8,5
16306051,Substitution of the N-glycan function in glycosyltransferases by specific amino acids: ST3Gal-V as a model enzyme,"Uemura S, Kurose T, Suzuki T, Yoshida S, Ito M, Saito M, Horiuchi M, Inagaki F, Igarashi Y, Inokuchi J.",Glycobiology. 2006 Mar;16(3):258-70. doi: 10.1093/glycob/cwj060. Epub 2005 Nov 22.,Glycobiology,2006,2005/11/25,10.1093/glycob/cwj060,ST3,5
25456044,Characterization of ESBL-producing Escherichia coli ST131 isolates from Port Elizabeth,"Gqunta K, Govender S.",Diagn Microbiol Infect Dis. 2015 Jan;81(1):44-6. doi: 10.1016/j.diagmicrobio.2014.10.006. Epub 2014 Oct 22.,Diagn Microbiol Infect Dis,2015,2014/12/03,10.1016/j.diagmicrobio.2014.10.006,ST131,5
26666925,Activity of Eravacycline against Escherichia coli Clinical Isolates Collected from U.S. Veterans in 2011 in Relation to Coresistance Phenotype and Sequence Type 131 Genotype,"Johnson JR, Porter SB, Johnston BD, Thuras P.",Antimicrob Agents Chemother. 2015 Dec 14;60(3):1888-91. doi: 10.1128/AAC.02403-15.,Antimicrob Agents Chemother,2015,2015/12/16,10.1128/AAC.02403-15,ST131,5
24752254,Escherichia coli sequence type 354 coproducing CMY-2 cephalosporinase and RmtE 16S rRNA methyltransferase,"Lee CS, Hu F, Rivera JI, Doi Y.",Antimicrob Agents Chemother. 2014 Jul;58(7):4246-7. doi: 10.1128/AAC.02627-14. Epub 2014 Apr 21.,Antimicrob Agents Chemother,2014,2014/04/23,10.1128/AAC.02627-14,ST354,5
29071814,Extensively Drug-Resistant Escherichia coli Sequence Type 1642 Carrying an IncX3 Plasmid Containing the blaKPC-2 Gene Associated with Transposon Tn4401a,"Jeong S, Kim JO, Yoon EJ, Bae IK, Lee W, Lee H, Park Y, Lee K, Jeong SH.",Ann Lab Med. 2018 Jan;38(1):17-22. doi: 10.3343/alm.2018.38.1.17.,Ann Lab Med,2018,2017/10/27,10.3343/alm.2018.38.1.17,ST1642,5
25756854,Clinical Features and Treatment Outcomes of Bloodstream Infections Caused by Extended-Spectrum β-Lactamase-Producing Escherichia coli Sequence Type 131,"Cho SY, Kang CI, Cha MK, Wi YM, Ha YE, Chung DR, Lee NY, Peck KR, Song JH; Korean Network for Study on Infectious Diseases.",Microb Drug Resist. 2015 Aug;21(4):463-9. doi: 10.1089/mdr.2014.0261. Epub 2015 Mar 10.,Microb Drug Resist,2015,2015/03/11,10.1089/mdr.2014.0261,ST131,5
28874372,Multiple Modes of Action of a Monoclonal Antibody against Multidrug-Resistant Escherichia coli Sequence Type 131-H30,"Guachalla LM, Hartl K, Varga C, Stulik L, Mirkina I, Malafa S, Nagy E, Nagy G, Szijártó V.",Antimicrob Agents Chemother. 2017 Oct 24;61(11):e01428-17. doi: 10.1128/AAC.01428-17. Print 2017 Nov.,Antimicrob Agents Chemother,2017,2017/09/07,10.1128/AAC.01428-17,ST131,5
28233978,"The Polybasic Region of the Polysialyltransferase ST8Sia-IV Binds Directly to the Neural Cell Adhesion Molecule, NCAM","Bhide GP, Prehna G, Ramirez BE, Colley KJ.",Biochemistry. 2017 Mar 14;56(10):1504-1517. doi: 10.1021/acs.biochem.6b01221. Epub 2017 Mar 3.,Biochemistry,2017,2017/02/25,10.1021/acs.biochem.6b01221,ST8,4
25199782,Clinical and molecular epidemiology of Escherichia coli sequence type 131 among hospitalized patients colonized intestinally with fluoroquinolone-resistant E. coli,"Han JH, Johnston B, Nachamkin I, Tolomeo P, Bilker WB, Mao X, Clabots C, Lautenbach E, Johnson JR; CDC Prevention Epicenters Program.",Antimicrob Agents Chemother. 2014 Nov;58(11):7003-6. doi: 10.1128/AAC.03256-14. Epub 2014 Sep 8.,Antimicrob Agents Chemother,2014,2014/09/10,10.1128/AAC.03256-14,ST131,4
28238801,Chromosomal location of the fosA3 and bla(CTX-M) genes in Proteus mirabilis and clonal spread of Escherichia coli ST117 carrying fosA3-positive IncHI2/ST3 or F2:A-:B- plasmids in a chicken farm,"He D, Liu L, Guo B, Wu S, Chen X, Wang J, Zeng Z, Liu JH.",Int J Antimicrob Agents. 2017 Apr;49(4):443-448. doi: 10.1016/j.ijantimicag.2016.12.009. Epub 2017 Feb 24.,Int J Antimicrob Agents,2017,2017/02/28,10.1016/j.ijantimicag.2016.12.009,"ST117, ST3",4
29702209,"Contribution of yersiniabactin to the virulence of an Escherichia coli sequence type 69 (""clonal group A"") cystitis isolate in murine models of urinary tract infection and sepsis","Johnson JR, Magistro G, Clabots C, Porter S, Manges A, Thuras P, Schubert S.",Microb Pathog. 2018 Jul;120:128-131. doi: 10.1016/j.micpath.2018.04.048. Epub 2018 Apr 24.,Microb Pathog,2018,2018/04/28,10.1016/j.micpath.2018.04.048,ST69,4
23466909,Who is leading this dance? Understanding the spread of Escherichia coli sequence type 131,"Rogers BA, Doi Y.",Infect Control Hosp Epidemiol. 2013 Apr;34(4):370-2. doi: 10.1086/669874. Epub 2013 Feb 13.,Infect Control Hosp Epidemiol,2013,2013/03/08,10.1086/669874,ST131,4
27082892,"Extraintestinal pathogenic Escherichia coli sequence type 131 H30-R and H30-Rx subclones in retail chicken meat, Italy","Ghodousi A, Bonura C, Di Carlo P, van Leeuwen WB, Mammina C.",Int J Food Microbiol. 2016 Jul 2;228:10-3. doi: 10.1016/j.ijfoodmicro.2016.04.004. Epub 2016 Apr 6.,Int J Food Microbiol,2016,2016/04/16,10.1016/j.ijfoodmicro.2016.04.004,ST131,4
27939288,Epidemiology and characteristics of Escherichia coli sequence type 131 (ST131) from long-term care facility residents colonized intestinally with fluoroquinolone-resistant Escherichia coli,"Han JH, Garrigan C, Johnston B, Nachamkin I, Clabots C, Bilker WB, Santana E, Tolomeo P, Maslow J, Myers J, Carson L, Lautenbach E, Johnson JR; CDC Prevention Epicenters Program.",Diagn Microbiol Infect Dis. 2017 Mar;87(3):275-280. doi: 10.1016/j.diagmicrobio.2016.11.016. Epub 2016 Nov 28.,Diagn Microbiol Infect Dis,2017,2016/12/13,10.1016/j.diagmicrobio.2016.11.016,"ST131, ST131",4
28416542,High-Resolution Melting Analysis for Rapid Detection of Sequence Type 131 Escherichia coli,"Harrison LB, Hanson ND.",Antimicrob Agents Chemother. 2017 May 24;61(6):e00265-17. doi: 10.1128/AAC.00265-17. Print 2017 Jun.,Antimicrob Agents Chemother,2017,2017/04/19,10.1128/AAC.00265-17,ST131,4
30576714,"Co-carrying of KPC-2, NDM-5, CTX-M-3 and CTX-M-65 in three plasmids with serotype O89: H10 Escherichia coli strain belonging to the ST2 clone in China","Fu L, Wang S, Zhang Z, Yan X, Yang X, Zhang L, Li Y, Wang G, Zhao K, Zhou Y.",Microb Pathog. 2019 Mar;128:1-6. doi: 10.1016/j.micpath.2018.12.033. Epub 2018 Dec 18.,Microb Pathog,2019,2018/12/22,10.1016/j.micpath.2018.12.033,ST2,4
31627036,mcr-1 encoding colistin resistance in CTX-M-1/CTX-M-15- producing Escherichia coli isolates of bovine and caprine origins in Tunisia. First report of CTX-M-15-ST394/D E. coli from goats,"Hassen B, Saloua B, Abbassi MS, Ruiz-Ripa L, Mama OM, Hassen A, Hammami S, Torres C.",Comp Immunol Microbiol Infect Dis. 2019 Dec;67:101366. doi: 10.1016/j.cimid.2019.101366. Epub 2019 Oct 4.,Comp Immunol Microbiol Infect Dis,2019,2019/10/19,10.1016/j.cimid.2019.101366,ST394,4
28676284,IncX3 plasmid mediated occurrence of bla(NDM-4) within Escherichia coli ST448 from India,"Choudhury NA, Paul D, Chakravarty A, Bhattacharjee A, Dhar Chanda D.",J Infect Public Health. 2018 Jan-Feb;11(1):111-114. doi: 10.1016/j.jiph.2017.06.008. Epub 2017 Jul 1.,J Infect Public Health,2018,2017/07/06,10.1016/j.jiph.2017.06.008,ST448,4
21670190,"Sequence type ST405 Escherichia coli isolate producing QepA1, CTX-M-15, and RmtB from Detroit, Michigan","Tian GB, Rivera JI, Park YS, Johnson LE, Hingwe A, Adams-Haduch JM, Doi Y.",Antimicrob Agents Chemother. 2011 Aug;55(8):3966-7. doi: 10.1128/AAC.00652-11. Epub 2011 Jun 13.,Antimicrob Agents Chemother,2011,2011/06/15,10.1128/AAC.00652-11,ST405,4
27096168,Emergence and Dissemination of ST131 Escherichia coli Isolates Among Patients with Hospital-Acquired Pneumonia in Asian Countries,"Cha MK, Kang CI, Kim SH, Thamlikitkul V, So TM, Ha YE, Chung DR, Peck KR, Song JH.",Microb Drug Resist. 2017 Jan;23(1):79-82. doi: 10.1089/mdr.2016.0009. Epub 2016 Apr 20.,Microb Drug Resist,2017,2016/04/21,10.1089/mdr.2016.0009,ST131,4
28552831,"Extended-spectrum β-lactamase-producing Escherichia coli isolated from healthy humans in Mexico, including subclone ST131-B2-O25:H4-H30-Rx","Cortés-Cortés G, Lozano-Zarain P, Torres C, Alonso CA, Ríos-Torres AM, Castañeda M, López-Pliego L, Navarro A, Del Carmen Rocha-Gracia R.",J Glob Antimicrob Resist. 2017 Jun;9:130-134. doi: 10.1016/j.jgar.2017.02.014. Epub 2017 May 25.,J Glob Antimicrob Resist,2017,2017/05/30,10.1016/j.jgar.2017.02.014,ST131,4
24621854,Genetic and phenotypic characterisation of Escherichia coli producing cefotaximase-type extended-spectrum β-lactamases: first evidence of the ST131 clone in cats with urinary infections in Italy,"Nebbia P, Tramuta C, Odore R, Nucera D, Zanatta R, Robino P.",J Feline Med Surg. 2014 Dec;16(12):966-71. doi: 10.1177/1098612X14527103. Epub 2014 Mar 12.,J Feline Med Surg,2014,2014/03/14,10.1177/1098612X14527103,ST131,4
23902148,Prevalence and spread of multidrug-resistant Escherichia coli including ST131 in different patient populations in the Euroregion Meuse-Rhine,"van der Donk C, van de Bovenkamp J, Bamelis H, Driessen C, Feldhoff KH, Kalka-Moll W, Magerman K, Stobberingh E.",Future Microbiol. 2013 Aug;8(8):1027-37. doi: 10.2217/fmb.13.61.,Future Microbiol,2013,2013/08/02,10.2217/fmb.13.61,ST131,4
30149195,Complete and assembled genome sequence of an NDM-5- and CTX-M-15-producing Escherichia coli sequence type 617 isolated from wastewater in Switzerland,"Zurfluh K, Stevens MJA, Stephan R, Nüesch-Inderbinen M.",J Glob Antimicrob Resist. 2018 Dec;15:105-106. doi: 10.1016/j.jgar.2018.08.015. Epub 2018 Aug 24.,J Glob Antimicrob Resist,2018,2018/08/28,10.1016/j.jgar.2018.08.015,ST617,4
24451962,"Emergence of Klebsiella pneumoniae carbapenemase-producing Escherichia coli sequence type 131 in Hangzhou, China","Lou Z, Qi Y, Qian X, Yang W, Wei Z.",Chin Med J (Engl). 2014;127(3):528-31.,Chin Med J (Engl),2014,2014/01/24,,ST131,4
27572405,Characterization of a Novel IncHI2 Plasmid Carrying Tandem Copies of blaCTX-M-2 in a fosA6-Harboring Escherichia coli Sequence Type 410 Strain,"Guo Q, Ding B, Jové T, Stoesser N, Cooper VS, Wang M, Doi Y.",Antimicrob Agents Chemother. 2016 Oct 21;60(11):6742-6747. doi: 10.1128/AAC.01173-16. Print 2016 Nov.,Antimicrob Agents Chemother,2016,2016/08/31,10.1128/AAC.01173-16,ST410,4
31541503,Emergence and transmission of New Delhi metallo-beta-lactamase-5-producing Escherichia coli Sequence Type 361 in a Tertiary Hospital in South Korea,"Park Y, Choi Q, Kwon GC, Koo SH.",J Clin Lab Anal. 2020 Feb;34(2):e23041. doi: 10.1002/jcla.23041. Epub 2019 Sep 20.,J Clin Lab Anal,2020,2019/09/22,10.1002/jcla.23041,ST361,4
21292855,Sequence type 38 Escherichia coli carrying bla(CTX-M-14),"Peng C, Zong Z.",J Med Microbiol. 2011 May;60(Pt 5):694-695. doi: 10.1099/jmm.0.028316-0. Epub 2011 Feb 3.,J Med Microbiol,2011,2011/02/05,10.1099/jmm.0.028316-0,ST38,4
31118300,Salmonella Genomic Island 1B Variant Found in a Sequence Type 117 Avian Pathogenic Escherichia coli Isolate,"Cummins ML, Roy Chowdhury P, Marenda MS, Browning GF, Djordjevic SP.",mSphere. 2019 May 22;4(3):e00169-19. doi: 10.1128/mSphere.00169-19.,mSphere,2019,2019/05/24,10.1128/mSphere.00169-19,ST117,4
32357189,Escherichia coli ST131 clones harbouring AggR and AAF/V fimbriae causing bacteremia in Mozambican children: Emergence of new variant of fimH27 subclone,"Mandomando I, Vubil D, Boisen N, Quintó L, Ruiz J, Sigaúque B, Nhampossa T, Garrine M, Massora S, Aide P, Nhacolo A, Pons MJ, Bassat Q, Vila J, Macete E, Scheutz F, Levine MM, Ruiz-Perez F, Nataro JP, Alonso PL.",PLoS Negl Trop Dis. 2020 May 1;14(5):e0008274. doi: 10.1371/journal.pntd.0008274. eCollection 2020 May.,PLoS Negl Trop Dis,2020,2020/05/02,10.1371/journal.pntd.0008274,ST131,4
30404044,Genomic analysis of MCR-1 and CTX-M-8 co-producing Escherichia coli ST58 isolated from a polluted mangrove ecosystem in Brazil,"Sacramento AG, Fernandes MR, Sellera FP, Muñoz ME, Vivas R, Dolabella SS, Lincopan N.",J Glob Antimicrob Resist. 2018 Dec;15:288-289. doi: 10.1016/j.jgar.2018.10.024. Epub 2018 Nov 4.,J Glob Antimicrob Resist,2018,2018/11/08,10.1016/j.jgar.2018.10.024,ST58,4
32613940,Rapid spread of OXA-244-producing Escherichia coli ST38 in Germany: insights from an integrated molecular surveillance approach; 2017 to January 2020,"Kremer K, Kramer R, Neumann B, Haller S, Pfennigwerth N, Werner G, Gatermann S, Schroten H, Eckmanns T, Hans JB.",Euro Surveill. 2020 Jun;25(25):2000923. doi: 10.2807/1560-7917.ES.2020.25.25.2000923.,Euro Surveill,2020,2020/07/03,10.2807/1560-7917.ES.2020.25.25.2000923,ST38,3
29190804,Virulence genes and subclone status as markers of experimental virulence in a murine sepsis model among Escherichia coli sequence type 131 clinical isolates from Spain,"Merino I, Porter SB, Johnston BD, Clabots C, Shaw E, Horcajada JP, Cantón R, Ruiz-Garbajosa P, Johnson JR; ITUBRAS-GEIH group.",PLoS One. 2017 Nov 30;12(11):e0188838. doi: 10.1371/journal.pone.0188838. eCollection 2017.,PLoS One,2017,2017/12/01,10.1371/journal.pone.0188838,ST131,3
30404045,"Genomic features of a highly virulent, ceftiofur-resistant, CTX-M-8-producing Escherichia coli ST224 causing fatal infection in a domestic cat","Silva MM, Sellera FP, Fernandes MR, Moura Q, Garino F, Azevedo SS, Lincopan N.",J Glob Antimicrob Resist. 2018 Dec;15:252-253. doi: 10.1016/j.jgar.2018.10.023. Epub 2018 Nov 4.,J Glob Antimicrob Resist,2018,2018/11/08,10.1016/j.jgar.2018.10.023,ST224,3
30227226,"International high-risk clonal lineages of CTX-M-producing Escherichia coli F-ST648 in free-roaming cats, South America","Fernandes MR, Sellera FP, Moura Q, Gaspar VC, Cerdeira L, Lincopan N.",Infect Genet Evol. 2018 Dec;66:48-51. doi: 10.1016/j.meegid.2018.09.009. Epub 2018 Sep 15.,Infect Genet Evol,2018,2018/09/19,10.1016/j.meegid.2018.09.009,ST648,3
